Pollutants
city: Ciudad de M&eacute;xico	
cityCode: MEX
country: M&eacute;xico		
mesurementAgency: SIMAT		
URL: http://www.aire.df.gob.mx
timeStamp:,1999/01/01 al 1999/12/31		
average_interval: 001h		
date,id_station,id_parameter,value,unit
01/01/1999,LVI,PM10,119,2
01/01/1999,TLA,PM10,74,2
01/01/1999,XAL,PM10,75,2
01/01/1999,MER,PM10,71,2
01/01/1999,PED,PM10,49,2
01/01/1999,CES,PM10,100,2
01/01/1999,NET,PM10,184,2
01/01/1999,TLI,PM10,75,2
01/01/1999,VIF,PM10,108,2
01/01/1999,TAH,PM10,62,2
02/01/1999,LVI,PM10,49,2
02/01/1999,TLA,PM10,33,2
02/01/1999,XAL,PM10,44,2
02/01/1999,MER,PM10,48,2
02/01/1999,PED,PM10,37,2
02/01/1999,CES,PM10,41,2
02/01/1999,NET,PM10,67,2
02/01/1999,TLI,PM10,29,2
02/01/1999,VIF,PM10,49,2
02/01/1999,TAH,PM10,21,2
03/01/1999,LVI,PM10,69,2
03/01/1999,TLA,PM10,52,2
03/01/1999,XAL,PM10,68,2
03/01/1999,MER,PM10,58,2
03/01/1999,PED,PM10,43,2
03/01/1999,CES,PM10,95,2
03/01/1999,NET,PM10,62,2
03/01/1999,TLI,PM10,48,2
03/01/1999,VIF,PM10,63,2
03/01/1999,TAH,PM10,30,2
04/01/1999,LVI,PM10,66,2
04/01/1999,TLA,PM10,41,2
04/01/1999,XAL,PM10,66,2
04/01/1999,MER,PM10,56,2
04/01/1999,PED,PM10,51,2
04/01/1999,CES,PM10,50,2
04/01/1999,NET,PM10,53,2
04/01/1999,TLI,PM10,35,2
04/01/1999,VIF,PM10,51,2
04/01/1999,TAH,PM10,36,2
05/01/1999,LVI,PM10,78,2
05/01/1999,TLA,PM10,44,2
05/01/1999,XAL,PM10,62,2
05/01/1999,MER,PM10,63,2
05/01/1999,PED,PM10,73,2
05/01/1999,CES,PM10,64,2
05/01/1999,NET,PM10,71,2
05/01/1999,TLI,PM10,46,2
05/01/1999,VIF,PM10,50,2
05/01/1999,TAH,PM10,36,2
06/01/1999,LVI,PM10,85,2
06/01/1999,TLA,PM10,55,2
06/01/1999,XAL,PM10,69,2
06/01/1999,MER,PM10,62,2
06/01/1999,PED,PM10,69,2
06/01/1999,CES,PM10,69,2
06/01/1999,NET,PM10,94,2
06/01/1999,TLI,PM10,53,2
06/01/1999,VIF,PM10,50,2
06/01/1999,TAH,PM10,54,2
07/01/1999,LVI,PM10,87,2
07/01/1999,TLA,PM10,90,2
07/01/1999,XAL,PM10,79,2
07/01/1999,MER,PM10,72,2
07/01/1999,PED,PM10,48,2
07/01/1999,CES,PM10,71,2
07/01/1999,NET,PM10,83,2
07/01/1999,TLI,PM10,56,2
07/01/1999,VIF,PM10,71,2
07/01/1999,TAH,PM10,28,2
08/01/1999,LVI,PM10,84,2
08/01/1999,TLA,PM10,67,2
08/01/1999,XAL,PM10,73,2
08/01/1999,MER,PM10,61,2
08/01/1999,PED,PM10,33,2
08/01/1999,CES,PM10,62,2
08/01/1999,NET,PM10,147,2
08/01/1999,TLI,PM10,46,2
08/01/1999,VIF,PM10,70,2
08/01/1999,TAH,PM10,29,2
09/01/1999,LVI,PM10,78,2
09/01/1999,TLA,PM10,73,2
09/01/1999,XAL,PM10,61,2
09/01/1999,MER,PM10,60,2
09/01/1999,PED,PM10,45,2
09/01/1999,CES,PM10,70,2
09/01/1999,NET,PM10,75,2
09/01/1999,TLI,PM10,45,2
09/01/1999,VIF,PM10,60,2
09/01/1999,TAH,PM10,33,2
10/01/1999,LVI,PM10,88,2
10/01/1999,TLA,PM10,59,2
10/01/1999,XAL,PM10,41,2
10/01/1999,MER,PM10,71,2
10/01/1999,PED,PM10,64,2
10/01/1999,CES,PM10,51,2
10/01/1999,NET,PM10,140,2
10/01/1999,TLI,PM10,32,2
10/01/1999,VIF,PM10,35,2
10/01/1999,TAH,PM10,57,2
11/01/1999,LVI,PM10,98,2
11/01/1999,TLA,PM10,73,2
11/01/1999,XAL,PM10,82,2
11/01/1999,MER,PM10,76,2
11/01/1999,PED,PM10,65,2
11/01/1999,CES,PM10,70,2
11/01/1999,NET,PM10,115,2
11/01/1999,TLI,PM10,51,2
11/01/1999,VIF,PM10,47,2
11/01/1999,TAH,PM10,51,2
12/01/1999,LVI,PM10,139,2
12/01/1999,TLA,PM10,106,2
12/01/1999,XAL,PM10,101,2
12/01/1999,MER,PM10,103,2
12/01/1999,PED,PM10,89,2
12/01/1999,CES,PM10,105,2
12/01/1999,NET,PM10,153,2
12/01/1999,TLI,PM10,82,2
12/01/1999,VIF,PM10,82,2
12/01/1999,TAH,PM10,53,2
13/01/1999,LVI,PM10,119,2
13/01/1999,TLA,PM10,93,2
13/01/1999,XAL,PM10,100,2
13/01/1999,MER,PM10,88,2
13/01/1999,PED,PM10,79,2
13/01/1999,CES,PM10,81,2
13/01/1999,NET,PM10,141,2
13/01/1999,TLI,PM10,73,2
13/01/1999,VIF,PM10,84,2
13/01/1999,TAH,PM10,60,2
14/01/1999,LVI,PM10,99,2
14/01/1999,TLA,PM10,93,2
14/01/1999,XAL,PM10,81,2
14/01/1999,MER,PM10,92,2
14/01/1999,PED,PM10,86,2
14/01/1999,CES,PM10,87,2
14/01/1999,NET,PM10,91,2
14/01/1999,TLI,PM10,59,2
14/01/1999,VIF,PM10,60,2
14/01/1999,TAH,PM10,69,2
15/01/1999,LVI,PM10,87,2
15/01/1999,TLA,PM10,82,2
15/01/1999,XAL,PM10,61,2
15/01/1999,MER,PM10,68,2
15/01/1999,PED,PM10,65,2
15/01/1999,CES,PM10,67,2
15/01/1999,NET,PM10,91,2
15/01/1999,TLI,PM10,63,2
15/01/1999,VIF,PM10,74,2
15/01/1999,TAH,PM10,34,2
16/01/1999,LVI,PM10,77,2
16/01/1999,TLA,PM10,66,2
16/01/1999,XAL,PM10,76,2
16/01/1999,MER,PM10,56,2
16/01/1999,PED,PM10,57,2
16/01/1999,CES,PM10,67,2
16/01/1999,NET,PM10,120,2
16/01/1999,TLI,PM10,61,2
16/01/1999,VIF,PM10,56,2
16/01/1999,TAH,PM10,44,2
17/01/1999,LVI,PM10,35,2
17/01/1999,TLA,PM10,30,2
17/01/1999,XAL,PM10,40,2
17/01/1999,MER,PM10,27,2
17/01/1999,PED,PM10,30,2
17/01/1999,CES,PM10,34,2
17/01/1999,NET,PM10,62,2
17/01/1999,TLI,PM10,16,2
17/01/1999,VIF,PM10,36,2
17/01/1999,TAH,PM10,22,2
18/01/1999,LVI,PM10,72,2
18/01/1999,TLA,PM10,55,2
18/01/1999,XAL,PM10,102,2
18/01/1999,MER,PM10,63,2
18/01/1999,PED,PM10,53,2
18/01/1999,CES,PM10,68,2
18/01/1999,NET,PM10,126,2
18/01/1999,TLI,PM10,35,2
18/01/1999,VIF,PM10,40,2
18/01/1999,TAH,PM10,52,2
19/01/1999,LVI,PM10,80,2
19/01/1999,TLA,PM10,73,2
19/01/1999,XAL,PM10,56,2
19/01/1999,MER,PM10,73,2
19/01/1999,PED,PM10,71,2
19/01/1999,CES,PM10,97,2
19/01/1999,NET,PM10,107,2
19/01/1999,TLI,PM10,46,2
19/01/1999,VIF,PM10,61,2
19/01/1999,TAH,PM10,100,2
20/01/1999,LVI,PM10,94,2
20/01/1999,TLA,PM10,84,2
20/01/1999,XAL,PM10,101,2
20/01/1999,MER,PM10,79,2
20/01/1999,PED,PM10,70,2
20/01/1999,CES,PM10,103,2
20/01/1999,NET,PM10,125,2
20/01/1999,TLI,PM10,68,2
20/01/1999,VIF,PM10,68,2
20/01/1999,TAH,PM10,92,2
21/01/1999,LVI,PM10,112,2
21/01/1999,TLA,PM10,73,2
21/01/1999,XAL,PM10,94,2
21/01/1999,MER,PM10,80,2
21/01/1999,PED,PM10,69,2
21/01/1999,CES,PM10,110,2
21/01/1999,NET,PM10,116,2
21/01/1999,TLI,PM10,64,2
21/01/1999,VIF,PM10,51,2
21/01/1999,TAH,PM10,61,2
22/01/1999,LVI,PM10,61,2
22/01/1999,TLA,PM10,61,2
22/01/1999,XAL,PM10,86,2
22/01/1999,MER,PM10,61,2
22/01/1999,PED,PM10,60,2
22/01/1999,CES,PM10,78,2
22/01/1999,NET,PM10,80,2
22/01/1999,TLI,PM10,48,2
22/01/1999,VIF,PM10,72,2
22/01/1999,TAH,PM10,39,2
23/01/1999,LVI,PM10,96,2
23/01/1999,TLA,PM10,63,2
23/01/1999,XAL,PM10,67,2
23/01/1999,MER,PM10,81,2
23/01/1999,PED,PM10,60,2
23/01/1999,CES,PM10,105,2
23/01/1999,NET,PM10,132,2
23/01/1999,TLI,PM10,39,2
23/01/1999,VIF,PM10,74,2
23/01/1999,TAH,PM10,35,2
24/01/1999,LVI,PM10,68,2
24/01/1999,TLA,PM10,71,2
24/01/1999,XAL,PM10,61,2
24/01/1999,MER,PM10,86,2
24/01/1999,PED,PM10,59,2
24/01/1999,CES,PM10,97,2
24/01/1999,NET,PM10,158,2
24/01/1999,TLI,PM10,27,2
24/01/1999,VIF,PM10,74,2
24/01/1999,TAH,PM10,39,2
25/01/1999,LVI,PM10,65,2
25/01/1999,TLA,PM10,81,2
25/01/1999,XAL,PM10,65,2
25/01/1999,MER,PM10,54,2
25/01/1999,PED,PM10,64,2
25/01/1999,CES,PM10,69,2
25/01/1999,NET,PM10,91,2
25/01/1999,TLI,PM10,28,2
25/01/1999,VIF,PM10,83,2
25/01/1999,TAH,PM10,32,2
26/01/1999,LVI,PM10,76,2
26/01/1999,TLA,PM10,77,2
26/01/1999,XAL,PM10,79,2
26/01/1999,MER,PM10,80,2
26/01/1999,PED,PM10,70,2
26/01/1999,CES,PM10,87,2
26/01/1999,NET,PM10,120,2
26/01/1999,TLI,PM10,45,2
26/01/1999,VIF,PM10,75,2
26/01/1999,TAH,PM10,55,2
27/01/1999,LVI,PM10,96,2
27/01/1999,TLA,PM10,79,2
27/01/1999,XAL,PM10,98,2
27/01/1999,MER,PM10,87,2
27/01/1999,PED,PM10,85,2
27/01/1999,CES,PM10,107,2
27/01/1999,NET,PM10,118,2
27/01/1999,TLI,PM10,62,2
27/01/1999,VIF,PM10,72,2
27/01/1999,TAH,PM10,51,2
28/01/1999,LVI,PM10,112,2
28/01/1999,TLA,PM10,96,2
28/01/1999,XAL,PM10,88,2
28/01/1999,MER,PM10,92,2
28/01/1999,PED,PM10,81,2
28/01/1999,CES,PM10,98,2
28/01/1999,NET,PM10,144,2
28/01/1999,TLI,PM10,56,2
28/01/1999,VIF,PM10,85,2
28/01/1999,TAH,PM10,32,2
29/01/1999,LVI,PM10,81,2
29/01/1999,TLA,PM10,59,2
29/01/1999,XAL,PM10,75,2
29/01/1999,MER,PM10,62,2
29/01/1999,PED,PM10,61,2
29/01/1999,CES,PM10,78,2
29/01/1999,NET,PM10,93,2
29/01/1999,TLI,PM10,48,2
29/01/1999,VIF,PM10,71,2
29/01/1999,TAH,PM10,30,2
30/01/1999,LVI,PM10,86,2
30/01/1999,TLA,PM10,80,2
30/01/1999,XAL,PM10,76,2
30/01/1999,MER,PM10,85,2
30/01/1999,PED,PM10,78,2
30/01/1999,CES,PM10,94,2
30/01/1999,NET,PM10,141,2
30/01/1999,TLI,PM10,51,2
30/01/1999,VIF,PM10,74,2
30/01/1999,TAH,PM10,39,2
31/01/1999,LVI,PM10,92,2
31/01/1999,TLA,PM10,73,2
31/01/1999,XAL,PM10,60,2
31/01/1999,MER,PM10,85,2
31/01/1999,PED,PM10,81,2
31/01/1999,CES,PM10,80,2
31/01/1999,NET,PM10,98,2
31/01/1999,TLI,PM10,50,2
31/01/1999,VIF,PM10,134,2
31/01/1999,TAH,PM10,40,2
01/02/1999,LVI,PM10,86,2
01/02/1999,TLA,PM10,67,2
01/02/1999,XAL,PM10,73,2
01/02/1999,MER,PM10,72,2
01/02/1999,PED,PM10,55,2
01/02/1999,CES,PM10,63,2
01/02/1999,NET,PM10,84,2
01/02/1999,TLI,PM10,43,2
01/02/1999,VIF,PM10,142,2
01/02/1999,TAH,PM10,45,2
02/02/1999,LVI,PM10,91,2
02/02/1999,TLA,PM10,70,2
02/02/1999,XAL,PM10,81,2
02/02/1999,MER,PM10,76,2
02/02/1999,PED,PM10,74,2
02/02/1999,CES,PM10,71,2
02/02/1999,NET,PM10,88,2
02/02/1999,TLI,PM10,46,2
02/02/1999,VIF,PM10,93,2
02/02/1999,TAH,PM10,32,2
03/02/1999,LVI,PM10,75,2
03/02/1999,TLA,PM10,85,2
03/02/1999,XAL,PM10,73,2
03/02/1999,MER,PM10,76,2
03/02/1999,PED,PM10,88,2
03/02/1999,CES,PM10,100,2
03/02/1999,NET,PM10,89,2
03/02/1999,TLI,PM10,49,2
03/02/1999,VIF,PM10,72,2
03/02/1999,TAH,PM10,42,2
04/02/1999,LVI,PM10,93,2
04/02/1999,TLA,PM10,96,2
04/02/1999,XAL,PM10,88,2
04/02/1999,MER,PM10,76,2
04/02/1999,PED,PM10,82,2
04/02/1999,CES,PM10,91,2
04/02/1999,NET,PM10,94,2
04/02/1999,TLI,PM10,43,2
04/02/1999,VIF,PM10,86,2
04/02/1999,TAH,PM10,42,2
05/02/1999,LVI,PM10,82,2
05/02/1999,TLA,PM10,78,2
05/02/1999,XAL,PM10,46,2
