Pollutants
city: Ciudad de M&eacute;xico	
cityCode: MEX
country: M&eacute;xico		
mesurementAgency: SIMAT		
URL: http://www.aire.df.gob.mx
timeStamp:,1990/01/01 al 1990/12/31		
average_interval: 001h		
date,id_station,id_parameter,value,unit
01/01/1990,VAL,SO2,36,1
01/01/1990,TAC,SO2,51,1
01/01/1990,FAC,SO2,60,1
01/01/1990,LPR,SO2,43,1
01/01/1990,LVI,SO2,33,1
01/01/1990,AZC,SO2,80,1
01/01/1990,TLA,SO2,65,1
01/01/1990,XAL,SO2,33,1
01/01/1990,PED,SO2,51,1
02/01/1990,VAL,SO2,51,1
02/01/1990,TAC,SO2,46,1
02/01/1990,FAC,SO2,50,1
02/01/1990,LPR,SO2,57,1
02/01/1990,LVI,SO2,58,1
02/01/1990,AZC,SO2,64,1
02/01/1990,XAL,SO2,106,1
02/01/1990,PED,SO2,56,1
03/01/1990,VAL,SO2,59,1
03/01/1990,TAC,SO2,52,1
03/01/1990,FAC,SO2,48,1
03/01/1990,LPR,SO2,65,1
03/01/1990,LVI,SO2,56,1
03/01/1990,AZC,SO2,68,1
03/01/1990,XAL,SO2,93,1
03/01/1990,PED,SO2,59,1
04/01/1990,VAL,SO2,56,1
04/01/1990,TAC,SO2,46,1
04/01/1990,FAC,SO2,40,1
04/01/1990,LPR,SO2,65,1
04/01/1990,LVI,SO2,63,1
04/01/1990,AZC,SO2,59,1
04/01/1990,XAL,SO2,114,1
04/01/1990,PED,SO2,54,1
05/01/1990,VAL,SO2,58,1
05/01/1990,TAC,SO2,35,1
05/01/1990,FAC,SO2,49,1
05/01/1990,LPR,SO2,45,1
05/01/1990,LVI,SO2,65,1
05/01/1990,AZC,SO2,64,1
05/01/1990,XAL,SO2,119,1
05/01/1990,PED,SO2,41,1
06/01/1990,VAL,SO2,47,1
06/01/1990,TAC,SO2,40,1
06/01/1990,FAC,SO2,45,1
06/01/1990,LPR,SO2,40,1
06/01/1990,LVI,SO2,38,1
06/01/1990,AZC,SO2,61,1
06/01/1990,XAL,SO2,65,1
06/01/1990,PED,SO2,50,1
07/01/1990,VAL,SO2,39,1
07/01/1990,TAC,SO2,35,1
07/01/1990,FAC,SO2,43,1
07/01/1990,LPR,SO2,42,1
07/01/1990,LVI,SO2,36,1
07/01/1990,AZC,SO2,51,1
07/01/1990,XAL,SO2,46,1
07/01/1990,PED,SO2,42,1
08/01/1990,VAL,SO2,73,1
08/01/1990,TAC,SO2,50,1
08/01/1990,FAC,SO2,54,1
08/01/1990,LPR,SO2,65,1
08/01/1990,LVI,SO2,70,1
08/01/1990,AZC,SO2,90,1
08/01/1990,XAL,SO2,170,1
08/01/1990,PED,SO2,44,1
09/01/1990,VAL,SO2,65,1
09/01/1990,TAC,SO2,45,1
09/01/1990,FAC,SO2,40,1
09/01/1990,LPR,SO2,61,1
09/01/1990,LVI,SO2,53,1
09/01/1990,AZC,SO2,66,1
09/01/1990,TLA,SO2,58,1
09/01/1990,XAL,SO2,112,1
09/01/1990,PED,SO2,52,1
10/01/1990,VAL,SO2,55,1
10/01/1990,TAC,SO2,41,1
10/01/1990,FAC,SO2,33,1
10/01/1990,LPR,SO2,49,1
10/01/1990,LVI,SO2,57,1
10/01/1990,AZC,SO2,69,1
10/01/1990,TLA,SO2,39,1
10/01/1990,XAL,SO2,85,1
10/01/1990,MER,SO2,72,1
10/01/1990,PED,SO2,60,1
11/01/1990,VAL,SO2,46,1
11/01/1990,FAC,SO2,53,1
11/01/1990,LPR,SO2,65,1
11/01/1990,LVI,SO2,60,1
11/01/1990,AZC,SO2,73,1
11/01/1990,TLA,SO2,58,1
11/01/1990,XAL,SO2,138,1
11/01/1990,MER,SO2,44,1
11/01/1990,PED,SO2,56,1
12/01/1990,VAL,SO2,74,1
12/01/1990,FAC,SO2,39,1
12/01/1990,LPR,SO2,74,1
12/01/1990,LVI,SO2,86,1
12/01/1990,AZC,SO2,80,1
12/01/1990,TLA,SO2,84,1
12/01/1990,XAL,SO2,93,1
12/01/1990,MER,SO2,69,1
12/01/1990,PED,SO2,70,1
13/01/1990,VAL,SO2,31,1
13/01/1990,LPR,SO2,45,1
13/01/1990,LVI,SO2,38,1
13/01/1990,AZC,SO2,51,1
13/01/1990,TLA,SO2,24,1
13/01/1990,XAL,SO2,48,1
13/01/1990,MER,SO2,33,1
13/01/1990,PED,SO2,35,1
14/01/1990,VAL,SO2,31,1
14/01/1990,FAC,SO2,36,1
14/01/1990,LVI,SO2,40,1
14/01/1990,AZC,SO2,45,1
14/01/1990,TLA,SO2,25,1
14/01/1990,XAL,SO2,35,1
14/01/1990,MER,SO2,17,1
14/01/1990,PED,SO2,45,1
15/01/1990,VAL,SO2,47,1
15/01/1990,FAC,SO2,47,1
