,date,Cases/100k_ÁLVARO OBREGÓN,ASMA/100k_ÁLVARO OBREGÓN,Cases/100k_AZCAPOTZALCO,ASMA/100k_AZCAPOTZALCO,Cases/100k_BENITO JUÁREZ,ASMA/100k_BENITO JUÁREZ,Cases/100k_COYOACÁN,ASMA/100k_COYOACÁN,Cases/100k_CUAJIMALPA DE MORELOS,ASMA/100k_CUAJIMALPA DE MORELOS,Cases/100k_CUAUHTÉMOC,ASMA/100k_CUAUHTÉMOC,Cases/100k_GUSTAVO A. MADERO,ASMA/100k_GUSTAVO A. MADERO,Cases/100k_IZTACALCO,ASMA/100k_IZTACALCO,Cases/100k_IZTAPALAPA,ASMA/100k_IZTAPALAPA,Cases/100k_LA MAGDALENA CONTRERAS,ASMA/100k_LA MAGDALENA CONTRERAS,Cases/100k_MIGUEL HIDALGO,ASMA/100k_MIGUEL HIDALGO,Cases/100k_MILPA ALTA,ASMA/100k_MILPA ALTA,Cases/100k_TLÁHUAC,ASMA/100k_TLÁHUAC,Cases/100k_TLALPAN,ASMA/100k_TLALPAN,Cases/100k_VENUSTIANO CARRANZA,ASMA/100k_VENUSTIANO CARRANZA,Cases/100k_XOCHIMILCO,ASMA/100k_XOCHIMILCO,Cases/100k_TOTAL,ASMA/100k_TOTAL
251,06/10/2012,0.666682667,,11.99517194,0.07381419,0.239569159,,3.944261018,0.024271635,0.501947557,,8.262088468,,6.526535088,0.012682758,14.60235482,,2.735427285,0.024239354,1.640110543,,11.25016807,0.040524697,2.900084827,,2.488986236,0.122530967,4.430633994,,6.553340682,0.069132033,8.895663484,,,
252,07/10/2012,1.066692267,,11.74527253,0.036907095,,,6.573768363,0.024271635,,,8.262088468,,5.324278625,0.025365516,9.222539887,,3.118387105,0.032319139,0.410027636,,11.79895675,0.040524697,5.075148448,,4.424864419,0.122530967,5.169072993,,7.489532208,0.10369805,7.693546797,,,
253,08/10/2012,0.933355734,,14.4941661,0.07381419,0.718707476,,6.409424154,0.024271635,1.003895113,,10.70316006,,6.526535088,0.025365516,11.01581153,,2.899552922,0.016159569,2.870193451,,12.0733511,0.081049394,5.075148448,,6.360742603,0.040843656,5.021385193,,7.957627972,0.034566017,11.29989686,,,
254,09/10/2012,1.066692267,,10.99557428,0.036907095,1.437414953,,4.108605227,0.097086539,,,10.32761059,0.027732038,5.667780471,0.012682758,9.991084878,,3.17309565,0.032319139,2.460165815,,12.89653413,0.081049394,4.350127241,0.428307147,5.254526498,0.040843656,4.135258395,0.021811686,7.72358009,0.034566017,8.655240147,,,
255,10/10/2012,0.533346134,,10.74567487,0.07381419,0.718707476,,3.6155726,0.048543269,0.501947557,,8.825412682,,6.011282318,0.012682758,7.173086579,0.037834906,1.969507645,0.016159569,1.640110543,,11.25016807,0.12157409,2.175063621,,4.977972472,,4.578321794,,4.446909749,0.10369805,5.770160098,,,
256,11/10/2012,1.066692267,,10.74567487,0.036907095,0.958276635,,3.451228391,0.024271635,,,9.388736896,0.083196114,4.379648546,0.012682758,11.52817486,,1.969507645,0.056558493,1.640110543,,8.506224636,0.040524697,0.725021207,,5.531080524,0.040843656,3.987570595,,7.021436445,0.034566017,9.857356834,,,
257,12/10/2012,0.666682667,,8.496580126,0.07381419,0.718707476,,4.765982063,0.048543269,1.50584267,,6.008791613,0.027732038,4.122022161,0.050731032,12.29671985,0.037834906,2.680718739,0.040398924,2.050138179,,6.859858577,0.040524697,6.525190862,,3.318648315,,6.202887592,0.043623372,7.255484327,0.034566017,8.895663484,,,
258,13/10/2012,0.666682667,,8.996378957,0.036907095,0.239569159,,4.272949436,0.024271635,1.50584267,,6.572115827,,4.637274931,0.025365516,11.78435652,,2.352467465,0.008079785,1.230082908,,7.95743595,0.12157409,5.075148448,,4.148310393,0.081687311,6.055199792,0.043623372,6.553340682,0.034566017,5.52973676,,,
259,14/10/2012,0.933355734,,12.49497077,0.036907095,,,3.122539973,0.072814904,0.501947557,,8.637637944,0.083196114,6.870036935,0.012682758,21.00689641,,2.844844376,0.016159569,1.230082908,,12.62213978,0.040524697,0.725021207,,5.254526498,,6.645950991,0.065435059,10.06405891,0.034566017,9.136086822,,,
260,15/10/2012,1.066692267,,14.24426668,0.036907095,0.479138318,,5.587703109,0.024271635,1.003895113,,10.51538532,0.110928152,6.440659627,0.025365516,9.991084878,0.037834906,2.626010193,,3.690248723,,7.13425292,0.040524697,5.075148448,,6.913850655,0.040843656,7.97514119,,7.957627972,0.034566017,8.655240147,,,
261,16/10/2012,0.533346134,,11.99517194,0.036907095,,,5.916391527,0.024271635,1.50584267,,6.008791613,0.027732038,5.06665224,0.012682758,9.222539887,,1.969507645,,2.050138179,,8.780618979,0.040524697,5.800169655,,2.765540262,0.040843656,5.316760793,0.043623372,4.212861867,0.10369805,8.895663484,,,
262,17/10/2012,0.8000192,,11.74527253,0.110721285,,,5.587703109,0.072814904,,,7.698764254,,4.980776778,0.038048274,11.52817486,,3.282512742,,4.100276359,,7.408647263,,2.900084827,,3.318648315,,7.236702191,0.021811686,8.191675853,0.069132033,6.251006773,,,
263,18/10/2012,0.266673067,,10.74567487,0.147628379,,,5.916391527,0.024271635,0.501947557,,9.764286371,,5.925406856,0.012682758,6.916904916,,2.297758919,,3.280221087,,6.859858577,0.040524697,4.350127241,,5.254526498,0.081687311,5.316760793,0.087246745,6.787388564,0.138264067,8.174393472,,,
264,19/10/2012,1.333365334,,10.74567487,0.036907095,0.958276635,,3.6155726,0.024271635,,,6.196566351,,5.925406856,0.012682758,5.123633271,,2.188341828,0.016159569,3.280221087,,7.408647263,,2.900084827,,5.254526498,,5.021385193,,8.425723735,0.034566017,6.972276785,,,
265,20/10/2012,1.333365334,,8.746479542,0.110721285,0.958276635,,3.779916809,0.024271635,0.501947557,,7.323214779,,4.036146699,0.038048274,7.429268243,,2.735427285,,2.050138179,,11.52456241,0.040524697,3.625106034,,3.042094288,,5.316760793,0.021811686,7.72358009,,7.693546797,,,
266,21/10/2012,1.066692267,,13.99436727,0.07381419,0.479138318,,3.6155726,,0.501947557,,7.698764254,,6.011282318,0.012682758,14.08999149,0.037834906,2.461884556,0.008079785,1.230082908,,13.17092847,0.12157409,3.625106034,0.214153574,3.318648315,,5.464448593,0.109058431,5.617149156,0.10369805,4.087196736,,,
267,22/10/2012,0.533346134,,14.4941661,0.036907095,0.239569159,,6.902456782,0.024271635,0.501947557,,9.01318742,,7.986417937,0.012682758,16.65180813,,2.844844376,,2.460165815,,6.585464234,0.081049394,5.800169655,,5.80763455,0.081687311,8.713580189,0.021811686,7.957627972,0.069132033,9.857356834,,,
268,23/10/2012,1.466701868,,13.74446785,0.07381419,1.437414953,,5.916391527,0.024271635,,,9.576511634,,7.213538782,0.012682758,8.966358224,0.113504719,2.243050373,0.008079785,1.640110543,,7.13425292,0.162098787,3.625106034,,8.296620786,0.081687311,9.156643588,,5.617149156,,,,,
269,24/10/2012,0.533346134,,11.49537311,0.036907095,0.718707476,,3.122539973,0.024271635,,,9.764286371,,4.637274931,0.012682758,5.379814934,0.037834906,3.227804196,0.024239354,3.690248723,,7.683041606,0.040524697,3.625106034,,6.637296629,,4.282946194,0.043623372,9.595963142,0.034566017,11.05947352,,,
270,25/10/2012,1.066692267,,12.99476961,0.110721285,1.437414953,,5.259014691,0.024271635,1.003895113,,10.13983585,,4.980776778,0.012682758,19.72598809,,3.501346924,,4.510303994,,13.71971715,0.12157409,3.625106034,,3.871756367,,7.236702191,0.043623372,5.383101275,0.034566017,12.74243688,,,
271,26/10/2012,0.4000096,,8.996378957,0.036907095,0.479138318,,3.286884182,,,,8.825412682,,6.440659627,0.012682758,10.75962987,,2.626010193,0.008079785,2.460165815,,5.762281205,0.081049394,5.075148448,,7.190404682,0.040843656,6.645950991,0.021811686,7.489532208,0.034566017,9.376510159,,,
272,27/10/2012,0.666682667,,11.2454737,0.036907095,0.718707476,,3.779916809,0.048543269,0.501947557,,7.886538992,,5.58190501,0.012682758,7.173086579,,3.17309565,,1.230082908,,11.25016807,0.040524697,2.900084827,,6.084188577,0.204218278,4.726009594,,6.787388564,0.034566017,8.655240147,,,
273,28/10/2012,1.200028801,,11.2454737,0.036907095,0.479138318,,6.245079945,0.024271635,1.003895113,,11.45425901,,4.465524008,0.025365516,18.18889811,,2.571301648,0.008079785,2.870193451,,5.213492519,,2.900084827,,5.80763455,0.122530967,4.873697394,,6.787388564,0.069132033,8.414816809,,,
274,29/10/2012,1.466701868,0.019692179,15.99356259,0.036907095,0.958276635,,4.272949436,0.024271635,1.50584267,,9.952061109,0.055464076,5.667780471,0.012682758,9.478721551,,3.829598199,0.024239354,2.460165815,,11.79895675,0.040524697,6.525190862,,9.679390917,0.163374623,6.793638791,0.087246745,7.021436445,,12.26159021,,,
275,30/10/2012,0.666682667,,10.24587603,0.07381419,,,4.765982063,0.048543269,,,11.45425901,,6.784161473,0.012682758,10.50344821,,1.531839279,,3.280221087,,8.231830293,0.040524697,10.8753181,,7.743512734,0.081687311,5.759824192,,5.149053393,0.069132033,8.895663484,,,
276,31/10/2012,0.8000192,,13.99436727,0.036907095,0.239569159,,3.779916809,0.024271635,,,9.01318742,,5.324278625,0.025365516,12.80908318,,3.118387105,0.008079785,2.050138179,,7.95743595,0.040524697,4.350127241,,9.126282865,0.163374623,5.759824192,0.021811686,3.04262246,0.069132033,4.808466748,,,
277,01/11/2012,0.266673067,,9.246278373,0.036907095,0.239569159,,5.752047318,0.024271635,0.501947557,,9.388736896,,4.379648546,0.012682758,8.966358224,,1.969507645,,2.460165815,,9.603802008,0.081049394,5.075148448,,4.701418446,0.081687311,3.544507195,0.021811686,2.808574578,0.069132033,6.010583435,,,
278,02/11/2012,0.4000096,,7.74688188,0.036907095,0.479138318,,5.259014691,0.024271635,,,13.89533061,0.027732038,6.011282318,0.012682758,12.55290151,,0.875336731,0.016159569,3.690248723,,6.036675548,0.081049394,7.975233276,,3.318648315,,4.430633994,0.087246745,0.234047882,,3.606350061,,,
279,03/11/2012,0.4000096,,10.49577545,0.036907095,0.718707476,,2.793851554,0.024271635,1.003895113,0.07413153,11.07870954,,6.183033242,0.012682758,15.37089981,,2.461884556,0.024239354,1.230082908,,13.17092847,0.081049394,5.075148448,,6.913850655,0.28590559,5.169072993,0.021811686,4.68095763,0.10369805,7.933970135,,,
280,04/11/2012,0.4000096,,13.49456844,0.036907095,,,3.286884182,0.024271635,,,9.01318742,,5.496029548,0.012682758,10.50344821,,2.024216191,,0.410027636,,6.859858577,0.081049394,2.175063621,,6.913850655,0.204218278,6.055199792,0.021811686,6.553340682,0.034566017,6.731853448,,,
281,05/11/2012,0.666682667,,10.99557428,0.07381419,,,2.465163136,0.024271635,,,10.70316006,,7.385289705,0.012682758,10.75962987,0.037834906,2.407176011,,4.510303994,,7.683041606,0.12157409,3.625106034,,7.190404682,0.040843656,6.645950991,0.021811686,4.446909749,0.034566017,12.50201355,,,
282,06/11/2012,0.933355734,,7.496982465,0.036907095,,,5.259014691,0.024271635,,,9.388736896,,7.986417937,0.012682758,8.966358224,,2.078924736,0.024239354,1.640110543,,8.780618979,0.040524697,4.350127241,,6.637296629,0.081687311,4.873697394,0.043623372,4.212861867,0.034566017,7.45312346,,,
283,07/11/2012,1.200028801,,9.746077204,0.036907095,0.239569159,,2.793851554,0.024271635,1.50584267,,10.32761059,,5.152527701,0.012682758,11.01581153,0.075669812,2.352467465,0.008079785,1.640110543,,7.95743595,0.040524697,6.525190862,,4.701418446,,5.907511992,0.021811686,3.276670341,,9.136086822,,,
284,08/11/2012,1.200028801,,9.995976619,0.07381419,0.479138318,,3.286884182,0.024271635,0.501947557,,9.952061109,,5.410154086,0.012682758,14.34617316,,2.243050373,0.008079785,1.230082908,,9.878196351,0.040524697,6.525190862,,8.849728839,0.081687311,5.612136393,,2.808574578,,7.693546797,,,
285,09/11/2012,1.600038401,,8.496580126,0.036907095,0.239569159,,1.643442091,0.024271635,,,9.01318742,,6.011282318,0.012682758,10.50344821,0.037834906,2.680718739,0.008079785,3.690248723,,7.683041606,,7.250212069,,6.360742603,,5.907511992,0.065435059,3.978813986,,11.29989686,,,
286,10/11/2012,0.933355734,,8.996378957,0.036907095,,,0.821721045,0.024271635,2.007790226,,9.200962158,0.027732038,5.667780471,0.012682758,11.52817486,,3.008970013,,1.640110543,,7.95743595,,5.075148448,,4.148310393,0.040843656,4.430633994,0.021811686,4.212861867,0.034566017,10.09778017,,,
287,11/11/2012,0.4000096,,13.49456844,0.036907095,,,2.629507345,0.024271635,1.50584267,,13.51978113,,8.587546169,0.012682758,18.70126144,,3.55605547,0.016159569,1.640110543,,13.9941115,0.040524697,4.350127241,,4.701418446,,6.941326591,,6.085244919,0.034566017,10.81905018,,,
288,12/11/2012,0.4000096,,12.99476961,0.07381419,,,6.573768363,0.024271635,0.501947557,,8.262088468,,9.789802632,0.012682758,9.222539887,,3.501346924,0.008079785,4.510303994,,12.0733511,0.040524697,5.800169655,0.214153574,9.679390917,0.040843656,7.089014391,0.130870117,4.68095763,,16.10836361,,,
289,13/11/2012,1.466701868,,11.99517194,0.036907095,0.718707476,,1.8077863,0.024271635,,,11.26648427,0.027732038,6.09715778,0.012682758,15.11471815,0.037834906,2.188341828,,2.460165815,,9.055013322,0.081049394,5.800169655,,8.573174813,0.122530967,6.941326591,0.109058431,4.446909749,,15.62751693,,,
290,14/11/2012,1.066692267,,9.746077204,0.036907095,0.479138318,,4.930326273,0.024271635,0.501947557,,11.82980849,0.027732038,7.557040629,0.012682758,15.11471815,,3.665472561,0.016159569,1.230082908,,10.42698504,0.040524697,5.800169655,,7.466958708,,6.941326591,0.021811686,2.106430934,,10.81905018,,,
291,15/11/2012,0.533346134,,15.24386434,0.07381419,0.479138318,,3.6155726,0.048543269,0.501947557,,10.32761059,,6.870036935,0.012682758,12.55290151,,2.79013583,,4.510303994,,7.95743595,0.040524697,5.075148448,0.214153574,5.80763455,,8.122828989,0.021811686,1.872383052,,12.74243688,,,
292,16/11/2012,0.8000192,,8.746479542,0.036907095,0.718707476,,5.4233589,0.024271635,,,10.13983585,,6.011282318,0.025365516,7.94163157,0.037834906,2.571301648,,1.230082908,,9.878196351,0.081049394,7.975233276,,9.126282865,,6.941326591,0.021811686,1.872383052,,,,,
293,17/11/2012,0.4000096,,14.74406551,0.036907095,0.958276635,,3.779916809,0.048543269,,,7.510989517,,7.64291609,0.012682758,10.50344821,,3.227804196,0.024239354,0.820055272,,11.25016807,0.040524697,7.975233276,,7.466958708,,6.202887592,0.021811686,0.936191526,,,,,
294,18/11/2012,0.8000192,,12.24507136,0.036907095,0.479138318,,7.559833618,0.024271635,0.501947557,,10.13983585,0.083196114,8.845172554,0.025365516,17.93271645,,3.774889653,0.008079785,2.870193451,,15.9148719,0.081049394,5.800169655,,6.360742603,0.040843656,6.202887592,,0.936191526,,,,,
295,19/11/2012,1.600038401,,15.99356259,0.07381419,,,7.395489409,0.048543269,,,11.07870954,,7.900542475,0.012682758,15.62708148,,4.595517838,0.016159569,2.870193451,,7.408647263,,8.700254482,,6.084188577,,8.270516789,0.087246745,2.340478815,0.069132033,,,,
296,20/11/2012,1.200028801,,14.24426668,0.036907095,,,10.18934096,0.024271635,0.501947557,,15.39752851,0.027732038,8.845172554,0.025365516,14.08999149,0.037834906,2.954261467,0.024239354,1.640110543,,8.506224636,0.040524697,7.975233276,,11.89182313,0.040843656,10.48583379,0.043623372,0.468095763,,,,,
297,21/11/2012,0.666682667,,18.49255675,0.036907095,,,5.094670482,0.048543269,0.501947557,,11.26648427,,8.329919784,0.012682758,14.85853649,0.037834906,4.978477658,0.008079785,2.870193451,,14.26850584,,5.800169655,,12.99803923,0.122530967,5.907511992,0.021811686,1.872383052,0.034566017,,,,
298,22/11/2012,0.533346134,,15.49376376,0.036907095,,,5.916391527,0.024271635,0.501947557,,9.952061109,0.027732038,6.955912397,0.025365516,9.991084878,0.151339625,2.571301648,0.008079785,2.050138179,,15.36608321,0.040524697,3.625106034,,8.573174813,,6.055199792,0.021811686,1.404287289,,,,,
299,23/11/2012,1.600038401,,12.24507136,0.07381419,,,4.930326273,0.024271635,0.501947557,,11.26648427,0.055464076,5.667780471,0.012682758,10.24726654,,4.759643475,0.016159569,2.460165815,,7.408647263,0.12157409,7.250212069,0.214153574,10.78560702,0.040843656,7.38438999,0.043623372,4.446909749,0.034566017,,,,
300,24/11/2012,1.333365334,,14.4941661,0.036907095,,,4.601637854,0.024271635,,,11.82980849,,6.61241055,0.012682758,15.37089981,0.075669812,2.024216191,,2.050138179,,13.9941115,0.040524697,4.350127241,,1.935878183,,6.350575392,,3.04262246,,,,,
301,25/11/2012,0.533346134,,19.24225499,0.07381419,0.718707476,,9.696308336,0.024271635,0.501947557,,12.01758323,,7.12766332,0.012682758,22.28780473,,3.008970013,0.024239354,3.280221087,,14.26850584,0.081049394,5.800169655,,3.871756367,,9.008955788,,1.170239408,,,,,
302,26/11/2012,1.333365334,,15.49376376,0.07381419,0.239569159,,6.245079945,0.072814904,0.501947557,,11.64203375,,12.1084401,0.012682758,12.04053819,,2.680718739,,3.280221087,,13.71971715,0.081049394,8.700254482,,15.21047144,,9.304331388,0.065435059,3.276670341,0.069132033,,,,
303,27/11/2012,0.933355734,,15.49376376,0.110721285,0.239569159,,5.094670482,0.097086539,1.003895113,,12.95645692,,8.072293399,0.038048274,15.37089981,,3.610764016,0.016159569,4.100276359,,17.56123796,0.040524697,7.975233276,,10.23249897,0.081687311,11.81502398,0.065435059,1.638335171,,,,,
304,28/11/2012,0.933355734,,13.99436727,0.07381419,0.958276635,,7.066800991,0.024271635,1.003895113,,6.759890565,,8.415795245,0.050731032,16.65180813,,4.759643475,0.008079785,6.150414538,,15.36608321,0.040524697,4.350127241,,11.06216105,0.122530967,7.82745339,0.043623372,0.936191526,,,,,
305,29/11/2012,1.600038401,,15.24386434,0.110721285,0.718707476,,7.2311452,0.072814904,1.50584267,,10.8909348,,7.900542475,0.012682758,9.734903215,0.037834906,2.407176011,0.008079785,3.690248723,,9.878196351,0.040524697,7.250212069,,7.466958708,0.122530967,10.33814599,0.021811686,1.404287289,,,,,
306,30/11/2012,0.666682667,,11.49537311,0.036907095,0.479138318,,4.108605227,0.048543269,0.501947557,,12.01758323,,8.072293399,,7.173086579,0.037834906,3.446638379,0.008079785,3.280221087,,9.055013322,0.162098787,7.250212069,,6.637296629,,7.38438999,,1.872383052,,11.5403202,,,
307,01/12/2012,1.333365334,,18.24265733,0.036907095,1.676984112,,,,0.501947557,,12.76868218,,6.09715778,,16.39562647,,3.55605547,,1.230082908,,13.9941115,0.081049394,8.700254482,,0.829662079,,7.82745339,0.021811686,1.170239408,,9.857356834,,,
308,02/12/2012,2.533394135,,17.24305967,0.036907095,,,6.080735736,0.024271635,0.501947557,,11.45425901,,7.814667014,0.038048274,24.33725804,0.075669812,3.17309565,0.016159569,2.460165815,,12.34774544,0.040524697,7.975233276,,2.488986236,,9.747394787,0.043623372,1.872383052,,14.18497691,,,
309,03/12/2012,0.266673067,,14.4941661,0.036907095,0.718707476,,10.51802938,0.048543269,2.007790226,,16.3364022,,9.446300786,0.025365516,15.11471815,0.037834906,3.282512742,0.016159569,5.330359266,,18.65881533,0.081049394,5.800169655,,12.72148521,,9.747394787,0.043623372,4.915005512,0.034566017,18.51259698,,,
310,04/12/2012,1.600038401,,19.74205382,0.110721285,0.718707476,,5.094670482,0.024271635,2.007790226,,8.07431373,,7.385289705,0.012682758,19.72598809,0.037834906,3.337221287,0.024239354,2.050138179,,16.73805493,,11.60033931,,10.78560702,,8.713580189,0.065435059,3.04262246,,15.86794027,,,
311,05/12/2012,2.000048001,,21.24145032,0.036907095,0.718707476,,2.958195764,0.072814904,1.003895113,,6.947665303,0.027732038,9.618051709,0.025365516,,,3.446638379,,3.280221087,,15.36608321,0.040524697,8.700254482,,10.23249897,,6.793638791,0.021811686,2.574526697,,14.42540024,,,
312,06/12/2012,1.066692267,,16.49336142,0.147628379,,,6.738112572,0.024271635,1.50584267,,9.576511634,,8.244044322,0.012682758,28.43616465,0.037834906,3.282512742,,5.740386902,,14.81729453,0.12157409,13.05038172,,10.509053,0.040843656,5.907511992,0.021811686,3.510718223,,14.66582358,,,
313,07/12/2012,2.266721068,,15.99356259,0.07381419,0.479138318,,5.4233589,0.024271635,,,10.32761059,0.027732038,10.21917994,0.038048274,11.2719932,0.037834906,3.55605547,,6.150414538,,9.329407665,0.040524697,7.250212069,,10.23249897,,8.565892389,0.065435059,5.617149156,0.069132033,14.66582358,,,
314,08/12/2012,0.666682667,,19.99195324,0.07381419,1.197845794,,4.765982063,,0.501947557,,19.52857274,0.027732038,7.900542475,0.012682758,7.429268243,,3.008970013,0.016159569,1.640110543,,10.15259069,0.040524697,8.700254482,,4.424864419,,7.53207779,0.021811686,6.085244919,0.034566017,12.26159021,,,
315,09/12/2012,2.533394135,,15.24386434,0.07381419,0.239569159,,0.986065255,,0.501947557,,14.27088008,,10.13330448,0.012682758,8.453994897,,3.884306744,,2.870193451,,17.28684361,0.12157409,6.525190862,,2.21243221,0.040843656,8.713580189,,3.510718223,0.034566017,4.808466748,,,
316,10/12/2012,1.866711468,,22.74084681,0.07381419,1.676984112,,4.765982063,0.024271635,,,14.27088008,,9.961553556,0.012682758,13.83380983,,3.227804196,,2.050138179,,9.329407665,0.040524697,7.250212069,,6.637296629,,8.122828989,0.021811686,4.212861867,,14.90624692,0.071015187,,
317,11/12/2012,1.200028801,,18.24265733,0.036907095,0.479138318,,6.409424154,0.024271635,,,11.82980849,0.027732038,11.33556094,0.012682758,11.01581153,,2.79013583,,2.870193451,,5.487886862,0.040524697,11.60033931,,6.084188577,,9.599706987,,4.915005512,0.10369805,15.14667026,0.106522781,,
318,26/12/2012,1.600038401,,23.49054506,0.07381419,1.197845794,,3.944261018,0.024271635,1.003895113,,12.58090744,,14.16945118,0.012682758,6.916904916,0.037834906,3.93901529,0.008079785,4.100276359,,16.46366059,0.040524697,10.8753181,,11.6152691,,8.270516789,0.021811686,2.106430934,,9.857356834,,,
319,27/12/2012,3.066740268,,16.99316025,0.07381419,0.718707476,,7.724177827,0.048543269,1.003895113,,10.13983585,,10.47680633,0.012682758,13.83380983,,3.063678559,,4.100276359,,15.9148719,0.040524697,10.8753181,,9.679390917,,6.498263191,0.021811686,5.617149156,,12.50201355,,,
320,28/12/2012,0.666682667,,14.4941661,0.036907095,0.958276635,,2.300818927,0.024271635,,,13.70755587,,10.39093086,0.025365516,4.867451607,,3.774889653,0.040398924,0.820055272,,12.34774544,0.040524697,10.8753181,,5.254526498,,7.236702191,0.043623372,4.212861867,,,,,
321,29/12/2012,1.066692267,,12.99476961,0.036907095,,,3.451228391,0.024271635,0.501947557,,8.07431373,,7.814667014,0.012682758,9.734903215,,2.626010193,,,,6.859858577,0.040524697,6.525190862,,0.553108052,,7.67976559,0.043623372,4.915005512,,,,,
322,30/12/2012,1.866711468,,12.99476961,0.036907095,,,1.8077863,0.048543269,,,5.633242137,0.027732038,8.587546169,0.012682758,16.39562647,,3.993723836,,2.870193451,,8.780618979,0.040524697,9.425275689,,1.659324157,,3.987570595,0.043623372,3.978813986,,,,,
323,31/12/2012,0.666682667,,18.74245616,0.036907095,,,3.779916809,0.024271635,1.50584267,,4.318818972,,7.299414243,0.012682758,13.06526484,,2.407176011,,1.230082908,,5.213492519,,5.800169655,,2.488986236,,2.658380397,,2.808574578,,,,,
324,01/01/2013,1.200028801,,16.49336142,0.07381419,1.197845794,,,,0.501947557,,6.384341089,0.110928152,7.12766332,0.025365516,6.404541589,,2.79013583,0.008079785,2.050138179,,7.683041606,,3.625106034,,1.382770131,,4.430633994,,7.021436445,,,,,
325,02/01/2013,1.600038401,,15.49376376,0.110721285,0.958276635,,5.587703109,0.024271635,1.003895113,,8.637637944,,9.446300786,0.012682758,10.75962987,,3.282512742,0.016159569,1.640110543,,8.231830293,,5.800169655,,8.02006676,,4.578321794,0.043623372,0.936191526,,,,,
326,03/01/2013,2.266721068,,14.24426668,0.221442569,0.958276635,,6.573768363,0.024271635,1.50584267,,10.8909348,,8.759297092,0.012682758,30.99798129,,2.899552922,,2.050138179,,11.25016807,0.040524697,9.425275689,,4.977972472,,3.396819396,,1.404287289,0.069132033,,,,
327,04/01/2013,1.600038401,,19.49215441,0.07381419,0.718707476,,2.136474718,0.048543269,2.007790226,,11.64203375,,11.24968548,0.012682758,5.892178261,,2.024216191,0.016159569,4.510303994,,9.878196351,,10.8753181,,5.80763455,,3.839882795,,1.404287289,,,,,
328,05/01/2013,0.133336533,,10.24587603,0.036907095,1.916553271,,1.972130509,0.024271635,,,10.8909348,,4.809025855,0.025365516,7.94163157,,1.860090554,0.008079785,1.230082908,,8.506224636,0.040524697,6.525190862,,0.829662079,,4.135258395,,3.510718223,0.034566017,,,,
329,06/01/2013,0.933355734,,9.496177788,0.036907095,,,5.094670482,0.024271635,1.003895113,,11.26648427,,4.293773084,0.012682758,9.734903215,,1.969507645,,1.230082908,,7.95743595,0.040524697,8.700254482,0.214153574,2.488986236,,3.249131596,,3.744766104,,,,,
330,07/01/2013,1.066692267,,20.9915509,0.036907095,1.676984112,,2.793851554,0.024271635,0.501947557,,15.96085272,,9.446300786,0.025365516,11.01581153,,3.118387105,,3.280221087,,10.42698504,0.040524697,7.975233276,,3.595202341,,6.941326591,0.065435059,2.340478815,,,,,
331,08/01/2013,0.933355734,,10.99557428,0.036907095,,,3.451228391,0.048543269,1.003895113,,11.07870954,0.055464076,7.986417937,0.025365516,14.60235482,0.075669812,1.914799099,,5.330359266,,9.329407665,0.040524697,5.800169655,,5.531080524,,5.316760793,,3.04262246,0.069132033,,,,
332,09/01/2013,1.066692267,,17.7428585,0.07381419,,,4.272949436,0.024271635,2.007790226,,7.698764254,,9.360425324,0.038048274,6.148359925,0.113504719,2.626010193,0.032319139,1.640110543,,10.15259069,0.040524697,7.975233276,,3.871756367,,3.987570595,,1.872383052,,,,,
333,10/01/2013,2.133384535,,13.49456844,0.110721285,,,1.150409464,0.048543269,0.501947557,,10.51538532,,5.410154086,0.025365516,20.75071475,,2.680718739,0.008079785,3.280221087,,8.780618979,0.040524697,5.800169655,,1.935878183,0.040843656,5.612136393,0.021811686,2.340478815,,,,,
334,11/01/2013,1.333365334,,11.99517194,0.07381419,,,1.314753673,,,,12.01758323,,7.900542475,0.038048274,6.404541589,,3.665472561,,3.690248723,,13.17092847,0.040524697,4.350127241,,5.254526498,,4.430633994,0.021811686,4.212861867,0.034566017,,,,
335,12/01/2013,1.066692267,,12.74487019,0.036907095,,,2.958195764,0.048543269,,,9.764286371,,6.268908703,0.012682758,9.734903215,,2.626010193,,2.870193451,,10.97577372,0.081049394,5.800169655,,3.871756367,,4.873697394,0.021811686,4.212861867,,,,,
336,13/01/2013,0.666682667,,12.49497077,0.036907095,1.437414953,,2.465163136,0.072814904,0.501947557,,8.637637944,,6.440659627,0.012682758,11.78435652,0.037834906,2.899552922,,1.230082908,,7.408647263,0.040524697,10.8753181,,,,4.578321794,,7.957627972,0.10369805,,,,
337,14/01/2013,1.866711468,,15.99356259,0.036907095,,,2.629507345,,1.003895113,,13.51978113,,8.244044322,0.012682758,13.83380983,,4.267266564,0.008079785,4.510303994,0.121112159,6.585464234,0.081049394,5.075148448,,8.02006676,,7.089014391,0.021811686,3.276670341,,7.212700122,,,
338,15/01/2013,1.200028801,,11.49537311,0.147628379,,,4.601637854,,,,10.13983585,,7.213538782,0.012682758,12.80908318,0.037834906,3.55605547,0.032319139,5.740386902,,7.408647263,0.040524697,7.250212069,,1.935878183,,6.350575392,,4.212861867,0.034566017,10.57862685,,,
